Source,Destination,Info,Label
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'Google_841f28 ac6784841f28 TA',b'EFMNetwo_455884 88366c455884 RA',b'Requesttosend Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'X',b'EFMNetwo_455884 88366c455884 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'Google_841f28 ac6784841f28 TA',b'EFMNetwo_455884 88366c455884 RA',b'Requesttosend Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'Requesttosend Flags',0
b'X',b'86a355c15207 86a355c15207 RA',b'Cleartosend Flags',0
b'b2dbb4b2355b b2dbb4b2355b TA',b'86a355c15207 86a355c15207 RA',b'80211 Block Ack Flags',0
b'Google_841f28 ac6784841f28 TA',b'EFMNetwo_455884 88366c455884 RA',b'Requesttosend Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Cleartosend Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Null function No data  FlagsPRT',0
b'86a355c15207',b'b2dbb4b2355b',b'Null function No data  FlagsPRT',0
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'X',b'Broadcom_0813d8 e03e440813d8 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'X',b'EFMNetwo_455884 88366c455884 RA',b'Cleartosend Flags',0
b'Google_841f28 ac6784841f28 TA',b'EFMNetwo_455884 88366c455884 RA',b'80211 Block Ack Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'X',b'EFMNetwo_455884 88366c455884 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'Google_841f28 ac6784841f28 TA',b'EFMNetwo_455884 88366c455884 RA',b'Requesttosend Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'X',b'EFMNetwo_455884 88366c455884 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'X',b'EFMNetwo_455884 88366c455884 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'X',b'EFMNetwo_455884 88366c455884 RA',b'Cleartosend Flags',0
b'X',b'EFMNetwo_455884 88366c455884 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'X',b'EFMNetwo_455884 88366c455884 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'X',b'EFMNetwo_455884 88366c455884 RA',b'Cleartosend Flags',0
b'Google_841f28 ac6784841f28 TA',b'EFMNetwo_455884 88366c455884 RA',b'Requesttosend Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Null function No data  FlagsT',0
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b b2dbb4b2355b TA',b'86a355c15207 86a355c15207 RA',b'Requesttosend Flags',0
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Cleartosend Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'80211 Block Ack Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'86a355c15207',b'IPv4mcast_16',b'Data  FlagspF',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'X',b'EFMNetwo_455884 88366c455884 RA',b'Cleartosend Flags',0
b'Google_841f28 ac6784841f28 TA',b'EFMNetwo_455884 88366c455884 RA',b'Requesttosend Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'X',b'EFMNetwo_455884 88366c455884 RA',b'Cleartosend Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'Requesttosend Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'Requesttosend Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'Requesttosend Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'Requesttosend Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'Requesttosend Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'Requesttosend Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'Requesttosend Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'Requesttosend Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'Requesttosend Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'Requesttosend Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'Requesttosend Flags',0
b'X',b'Alcatel_194fb0 dc0856194fb0 RA',b'Cleartosend Flags',0
b'X',b'Alcatel_194fb1 dc0856194fb1 RA',b'Acknowledgement Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'Requesttosend Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'Requesttosend Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'X',b'EFMNetwo_455884 88366c455884 RA',b'Cleartosend Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'Requesttosend Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'Requesttosend Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'Requesttosend Flags',0
b'86a355c15207 86a355c15207 TA',b'b2dbb4b2355b b2dbb4b2355b RA',b'Requesttosend Flags',0
b'X',b'86a355c15207 86a355c15207 RA',b'Cleartosend Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'86a355c15207',b'IPv4mcast_16',b'Data  FlagspF',0
b'Google_841f28 ac6784841f28 TA',b'EFMNetwo_455884 88366c455884 RA',b'Requesttosend Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Cleartosend Flags',0
b'Google_841f28 ac6784841f28 TA',b'EFMNetwo_455884 88366c455884 RA',b'Requesttosend Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'X',b'EFMNetwo_455884 88366c455884 RA',b'Cleartosend Flags',0
b'Google_841f28 ac6784841f28 TA',b'EFMNetwo_455884 88366c455884 RA',b'Requesttosend Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'Google_841f28 ac6784841f28 TA',b'EFMNetwo_455884 88366c455884 RA',b'Requesttosend Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'Google_841f28 ac6784841f28 TA',b'EFMNetwo_455884 88366c455884 RA',b'Requesttosend Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'X',b'EFMNetwo_455884 88366c455884 RA',b'Cleartosend Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Probe Response  Flags BI100 SSIDgyuho',0
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Probe Response  Flags BI100 SSIDgyuho',0
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Probe Response  Flags BI100 SSIDgyuho',0
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'Google_841f28 ac6784841f28 TA',b'EFMNetwo_455884 88366c455884 RA',b'Requesttosend Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Probe Response  Flags BI100 SSIDgyuho',0
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'X',b'b2dbb4b2355b b2dbb4b2355b RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'X',b'EFMNetwo_455884 88366c455884 RA',b'Cleartosend Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'EFMNetwo_455884 88366c455884 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'X',b'Broadcom_0813d8 e03e440813d8 RA',b'Cleartosend Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'Google_841f28 ac6784841f28 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'Requesttosend Flags',0
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'Google_841f28 ac6784841f28 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'Google_841f28 ac6784841f28 RA',b'Cleartosend Flags',0
b'EFMNetwo_455884 88366c455884 TA',b'Google_841f28 ac6784841f28 RA',b'80211 Block Ack Flags',0
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'b2dbb4b2355b',b'86a355c15207',b'Deauthentication  Flags',1
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'X',b'86a355c15207 86a355c15207 RA',b'Acknowledgement Flags',0
b'X',b'Google_841f28 ac6784841f28 RA',b'Acknowledgement Flags',0
b'86a355c15207',b'b2dbb4b2355b',b'Deauthentication  Flags',1
